part,attack,seed,path,reference_path,meta,n_layers,layer_dz_med,layer_dz_std,e_per_mm_med,e_per_mm_cv,e_per_mm_min_ratio,fill_ratio_med,fill_ratio_std,fill_ratio_min_ratio,path_len_cv,n_temp_cmds,temp_first,temp_min,bbox_x,bbox_y,jitter_score,frac_travel_in_fill
block,void_insertion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_void_insertion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""centre"": [-13.7745, -8.7745], ""layer"": 30, ""radius"": 3.0, ""segments_cut"": 236}",50,0.20000000000000018,4.656566642091115e-16,0.03326011101518061,9.099007781396656e-07,0.9999988611103393,0.6748778590796634,0.006800245195560162,0.9797239604491602,0.018615174396247516,2,210.0,210.0,29.6,19.6,1.2626769133055092e-15,1.1397415185783522
block,layer_height_change,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_layer_height_change_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",33,0.2999999999999998,4.334448823956454e-16,0.04989010970337621,1.586449257562894e-07,0.9999999999999977,0.661194008916978,0.0,1.0,0.0,2,210.0,210.0,29.6,19.6,1.0679672634454839e-15,1.0387878787878788
block,temperature_shift,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_temperature_shift_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer"": 17, ""delta"": -25}",50,0.20000000000000018,4.656566642091115e-16,0.03326007313558416,2.0419855731987582e-07,0.9999999999999969,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,3,210.0,185.0,29.6,19.6,7.048583938740194e-16,1.0392
block,scaling,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_scaling_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""factor"": 0.97}",50,0.20000000000000018,4.656566642091115e-16,0.034288801680476905,2.0419855731845103e-07,0.9999999999999971,0.6611933519395985,1.1214946133455537e-16,1.0,0.0,2,210.0,210.0,28.712,19.012,6.563278387384912e-05,1.0392
block,under_extrusion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_under_extrusion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [16, 26], ""factor"": 0.75}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584114,0.10461299889407279,0.7499997369171526,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,2,210.0,210.0,29.6,19.6,7.048583938740194e-16,1.0392
block,toolpath_jitter,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_toolpath_jitter_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [20, 30], ""sigma"": 0.15}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584156,0.00047735039515486014,0.9981315072751918,0.661194008916978,0.0001617382772054,0.9992802521662161,0.0004775937829589155,2,210.0,210.0,29.6,19.6,0.3728071651374598,1.0392
block,infill_reduction,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_infill_reduction_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [16, 28], ""factor"": 0.4}",50,0.20000000000000018,4.656566642091115e-16,0.03326007313558409,1.6270198523877835,0.9999964590194709,0.661194008916978,0.09788429542181679,0.6630408737331661,0.19751973087570984,2,210.0,210.0,29.6,19.6,7.879952614590684e-16,1.0464454976303317
block,void_insertion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_void_insertion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""centre"": [0.07900000000000063, 0.0], ""layer"": 28, ""radius"": 3.0, ""segments_cut"": 155}",50,0.20000000000000018,4.656566642091115e-16,0.03326006329471791,3.761639856707234e-07,0.999999178780788,0.6474698507785903,0.00672915169720527,1.0,0.01956028367152521,2,210.0,210.0,29.6,19.6,8.192734746842436e-16,1.0348754448398576
block,layer_height_change,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_layer_height_change_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",33,0.2999999999999998,4.334448823956454e-16,0.04989010970337621,1.586449257562894e-07,0.9999999999999977,0.661194008916978,0.0,1.0,0.0,2,210.0,210.0,29.6,19.6,1.0679672634454839e-15,1.0387878787878788
block,temperature_shift,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_temperature_shift_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer"": 28, ""delta"": -25}",50,0.20000000000000018,4.656566642091115e-16,0.03326007313558416,2.0419855731987582e-07,0.9999999999999969,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,3,210.0,185.0,29.6,19.6,7.048583938740194e-16,1.0392
block,scaling,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_scaling_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""factor"": 0.97}",50,0.20000000000000018,4.656566642091115e-16,0.034288801680476905,2.0419855731845103e-07,0.9999999999999971,0.6611933519395985,1.1214946133455537e-16,1.0,0.0,2,210.0,210.0,28.712,19.012,6.563278387384912e-05,1.0392
block,under_extrusion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_under_extrusion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [20, 30], ""factor"": 0.75}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584114,0.10461299889407266,0.7499997369171526,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,2,210.0,210.0,29.6,19.6,7.048583938740194e-16,1.0392
block,toolpath_jitter,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_toolpath_jitter_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [22, 32], ""sigma"": 0.15}",50,0.20000000000000018,4.656566642091115e-16,0.03326007313558414,0.0005340708485297109,0.9973976897305693,0.661194008916978,0.00018096527343753775,0.9993734243358464,0.0005349037470909557,2,210.0,210.0,29.6,19.6,0.34452861929409623,1.0392
block,infill_reduction,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_infill_reduction_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [20, 32], ""factor"": 0.4}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584114,1.851436256623365,0.9999968841919795,0.661194008916978,0.0978842954218168,0.6630408737331661,0.19751973087570984,2,210.0,210.0,29.6,19.6,7.812602592243755e-16,1.0464454976303317
block,void_insertion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_void_insertion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""centre"": [0.07900000000000063, 0.0], ""layer"": 18, ""radius"": 3.0, ""segments_cut"": 155}",50,0.20000000000000018,4.656566642091115e-16,0.033260054190117024,3.75879279332648e-07,0.999999452520374,0.6474698507785903,0.00672915169720527,1.0,0.01956028367152521,2,210.0,210.0,29.6,19.6,8.192734746842436e-16,1.0348754448398576
block,layer_height_change,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_layer_height_change_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",33,0.2999999999999998,4.334448823956454e-16,0.04989010970337621,1.586449257562894e-07,0.9999999999999977,0.661194008916978,0.0,1.0,0.0,2,210.0,210.0,29.6,19.6,1.0679672634454839e-15,1.0387878787878788
block,temperature_shift,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_temperature_shift_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layer"": 35, ""delta"": -25}",50,0.20000000000000018,4.656566642091115e-16,0.03326007313558416,2.0419855731987582e-07,0.9999999999999969,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,3,210.0,185.0,29.6,19.6,7.048583938740194e-16,1.0392
block,scaling,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_scaling_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""factor"": 0.97}",50,0.20000000000000018,4.656566642091115e-16,0.034288801680476905,2.0419855731845103e-07,0.9999999999999971,0.6611933519395985,1.1214946133455537e-16,1.0,0.0,2,210.0,210.0,28.712,19.012,6.563278387384912e-05,1.0392
block,under_extrusion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_under_extrusion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [16, 26], ""factor"": 0.75}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584114,0.10461299889407279,0.7499997369171526,0.661194008916978,1.1214946133455537e-16,1.0,2.009753885454868e-16,2,210.0,210.0,29.6,19.6,7.048583938740194e-16,1.0392
block,toolpath_jitter,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_toolpath_jitter_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/block_clean.gcode,"{""layers"": [14, 24], ""sigma"": 0.15}",50,0.20000000000000018,4.656566642091115e-16,0.033260073135584135,0.0003733859140398077,0.9986292024177944,0.661194008916978,0.0001265127191281851,0.9998002355278728,0.00037378629005573033,2,210.0,210.0,29.6,19.6,0.41465922309046194,1.0392
bracket,none,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,{},120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,none,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign0.gcode,"{""infill_density"": 0.2}",120,0.1999999999999993,9.794093049317119e-16,0.03326014456659752,1.8690422093428666e-06,0.9999920742575735,0.1808845412112068,0.11149702714931453,1.0,0.5519952267055377,2,210.0,210.0,39.6,19.683,0.0007320163574747717,1.0607142857142857
bracket,none,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign1.gcode,"{""infill_density"": 0.4}",120,0.1999999999999993,9.794093049317119e-16,0.033260241970600395,2.140230344971882e-06,0.9999920558000808,0.3093384171522697,0.12636429881335068,1.0,0.6932224847769095,2,210.0,210.0,39.6,19.683,0.0006893833874418712,1.0305128205128204
bracket,none,3,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign2.gcode,"{""layer_height"": 0.15}",160,0.15000000000000036,1.0969223593481507e-15,0.024945025470315654,1.0954748145655343e-06,0.9999970580108731,0.2514647501980932,0.12317876174614717,1.0,0.6315115301893228,2,210.0,210.0,39.6,19.685000000000002,0.00077842935900763,1.0404889228418641
bracket,none,4,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign3.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign3.gcode,"{""layer_height"": 0.25}",96,0.25,0.0,0.0415750865858576,8.79528427097347e-07,0.9999956198761949,0.2514647501980932,0.12287106695368759,1.0,0.6321022111837789,2,210.0,210.0,39.6,19.681,0.000867397237177567,1.040391156462585
bracket,none,5,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign4.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign4.gcode,"{""nozzle_temp"": 200}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,200.0,200.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,none,6,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign5.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign5.gcode,"{""nozzle_temp"": 220}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,220.0,220.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,none,7,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign6.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign6.gcode,"{""print_speed"": 30.0}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,none,8,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign7.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_benign7.gcode,"{""print_speed"": 60.0}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,infill_reduction,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_infill_reduction_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [32, 62], ""factor"": 0.4}",120,0.1999999999999993,9.794093049317119e-16,0.03326004946480941,2.7189666001629864,0.9999952644770959,0.2514647501980932,0.14888159035045007,0.47552253036903114,0.6639746433353705,2,210.0,210.0,39.6,19.683,0.0009438303539512279,1.0463395638629283
bracket,void_insertion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_void_insertion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""centre"": [-11.032, 0.0], ""layer"": 78, ""radius"": 3.0, ""segments_cut"": 279}",120,0.1999999999999993,9.794093049317119e-16,0.03326003396041987,2.371204671759624e-06,0.9999946412968282,0.2514647501980932,0.12353538367269326,0.9726309309315445,0.6586113035504065,2,210.0,210.0,39.6,19.683,0.0008331922822168374,1.104847026469577
bracket,layer_height_change,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_layer_height_change_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",80,0.30000000000000027,9.631432290916858e-16,0.049890095075962815,8.966795401068834e-07,0.999994647738649,0.2514647501980932,0.12175915620931728,0.9981129801231985,0.6308097057906171,2,210.0,210.0,39.6,19.678,0.0007609365616582351,1.0404505888376856
bracket,temperature_shift,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_temperature_shift_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer"": 58, ""delta"": -25}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,3,210.0,185.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,scaling,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_scaling_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""factor"": 0.97}",120,0.1999999999999993,9.794093049317119e-16,0.034288819734926396,1.7784156097026572e-06,0.9999913147364259,0.2514630162126945,0.12270303242795685,1.0,0.6312772945896823,2,210.0,210.0,38.412,19.093,0.0013580397897346402,1.0404761904761906
bracket,under_extrusion,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_under_extrusion_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [32, 56], ""factor"": 0.75}",120,0.1999999999999993,9.794093049317119e-16,0.03326003642680118,0.10195485964113417,0.7499986174062272,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,toolpath_jitter,0,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_toolpath_jitter_s0.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [32, 56], ""sigma"": 0.15}",120,0.1999999999999993,9.794093049317119e-16,0.03326007604084272,0.0015744915192399053,0.9942682088287114,0.2514647501980932,0.12266583843142526,0.9818060460598498,0.6311772854385597,2,210.0,210.0,39.6,19.683,0.4471997612244548,1.0404761904761906
bracket,infill_reduction,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_infill_reduction_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [34, 64], ""factor"": 0.4}",120,0.1999999999999993,9.794093049317119e-16,0.03326004946480941,2.7463163016597187,0.9999952644770959,0.2514647501980932,0.1486614016147039,0.47552253036903114,0.6652819481288541,2,210.0,210.0,39.6,19.683,0.0009438303539512279,1.0463395638629283
bracket,void_insertion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_void_insertion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""centre"": [-18.287, -0.28700000000000003], ""layer"": 50, ""radius"": 3.0, ""segments_cut"": 279}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,2.5054640827733025e-06,0.9999944036610807,0.2514647501980932,0.12195752248252575,1.0,0.6569328737893129,2,210.0,210.0,39.6,19.683,0.0008421669037338924,1.0952050034746352
bracket,layer_height_change,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_layer_height_change_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",80,0.30000000000000027,9.631432290916858e-16,0.049890095075962815,8.966795401068834e-07,0.999994647738649,0.2514647501980932,0.12175915620931728,0.9981129801231985,0.6308097057906171,2,210.0,210.0,39.6,19.678,0.0007609365616582351,1.0404505888376856
bracket,temperature_shift,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_temperature_shift_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer"": 77, ""delta"": -25}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,9.76294161450609e-07,0.9999944036610807,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,3,210.0,185.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,scaling,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_scaling_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""factor"": 0.97}",120,0.1999999999999993,9.794093049317119e-16,0.034288819734926396,1.7784156097026572e-06,0.9999913147364259,0.2514630162126945,0.12270303242795685,1.0,0.6312772945896823,2,210.0,210.0,38.412,19.093,0.0013580397897346402,1.0404761904761906
bracket,under_extrusion,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_under_extrusion_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [51, 75], ""factor"": 0.75}",120,0.1999999999999993,9.794093049317119e-16,0.033260036426801184,0.10195485964127927,0.7499986174062271,0.2514647501980932,0.12270246513917528,1.0,0.6312758660181723,2,210.0,210.0,39.6,19.683,0.0008244069214107599,1.0404761904761906
bracket,toolpath_jitter,1,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_toolpath_jitter_s1.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [45, 69], ""sigma"": 0.15}",120,0.1999999999999993,9.794093049317119e-16,0.03326007809575288,0.0014408516579184178,0.9935653449996579,0.2514647501980932,0.12275450212051155,0.9771980688112454,0.6313844087264122,2,210.0,210.0,39.6,19.683,0.4599659995052064,1.0404761904761906
bracket,infill_reduction,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_infill_reduction_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layers"": [50, 80], ""factor"": 0.4}",120,0.1999999999999993,9.794093049317119e-16,0.03326004946480941,2.965114156315594,0.9999952644770959,0.2514647501980932,0.14888159035045007,0.47552253036903114,0.6639746433353705,2,210.0,210.0,39.6,19.683,0.0009438303539512279,1.0463395638629283
bracket,void_insertion,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_void_insertion_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""centre"": [-12.917, 0.0], ""layer"": 51, ""radius"": 3.0, ""segments_cut"": 289}",120,0.1999999999999993,9.794093049317119e-16,0.03326007604084272,1.2867129418516551e-06,0.9999944654438219,0.2514647501980932,0.12353674509874346,0.9725879641739527,0.6586141665829002,2,210.0,210.0,39.6,19.683,0.0008331922822184398,1.104847026469577
bracket,layer_height_change,2,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_layer_height_change_s2.gcode,/Users/harshelite/Desktop/AM_Security_Nikhil/data/gcode/bracket_clean.gcode,"{""layer_height"": 0.30000000000000004, ""note"": ""whole part re-sliced""}",80,0.30000000000000027,9.631432290916858e-16,0.049890095075962815,8.966795401068834e-07,0.999994647738649,0.2514647501980932,0.12175915620931728,0.9981129801231985,0.6308097057906171,2,210.0,210.0,39.6,19.678,0.0007609365616582351,1.0404505888376856
